Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
toplvl,3.126523154162801e-4,3.0523403324633205e-4,3.3802817979793455e-4,3.959965526273542e-5,1.3476289875917897e-5,8.038617575370162e-5
local,3.0755246214992277e-4,3.0395667408208196e-4,3.115173501879222e-4,1.2246919868467902e-5,1.0475118323982142e-5,1.4381902260862635e-5
localTup,3.0174671566032195e-4,2.989814925554029e-4,3.0491181459544773e-4,1.005290202180688e-5,7.804127749738526e-6,1.4004651495326855e-5
