Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
localTup,1.6788082841014322e-4,1.6594957867517996e-4,1.703226599083726e-4,7.862806030068177e-6,6.672827655448829e-6,1.017898000959264e-5
toplvl,5.83797026604673e-4,5.797349630199109e-4,5.894740793444984e-4,1.6292847513455566e-5,1.284335907675765e-5,2.0747954611795993e-5
local,5.501880675463456e-5,5.475905397240198e-5,5.543350831670105e-5,1.0851984051950122e-6,7.249822423627167e-7,1.7942723855396295e-6
