Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
toplvl,5.96283808184108e-4,5.912176729285495e-4,6.029893495139275e-4,2.069237459745795e-5,1.6589582482965554e-5,2.6523018773741378e-5
local,2.9469958105568506e-4,2.924036197082713e-4,2.979562255008144e-4,9.285006790328445e-6,6.680119205730999e-6,1.5093023434886684e-5
localTup,5.492269203879188e-4,5.425712060548987e-4,5.68315190060835e-4,3.320289558619216e-5,1.5012358224654097e-5,6.0849544465638054e-5
