Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
localTup,2.980122264874966e-4,2.943709465711693e-4,3.0574744544937117e-4,1.699888084084069e-5,1.1335385850084387e-5,2.899448085032547e-5
toplvl,3.041890109695924e-4,3.006984738595931e-4,3.07954291206146e-4,1.2071831555199787e-5,1.0334129306644002e-5,1.5140960805228251e-5
local,2.960144722058527e-4,2.928629169608727e-4,2.997619072102372e-4,1.0981979506951665e-5,8.804350701534454e-6,1.3811508644265516e-5
