Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
localTup,5.575305720561202e-4,5.503966706083714e-4,5.675720657746379e-4,2.7074763149633868e-5,2.1929002688477194e-5,3.653546618781524e-5
toplvl,7.207892209705893e-4,6.064881983515857e-4,1.0245174310569594e-3,5.645169060349815e-4,3.517681099245379e-5,1.0946092921059534e-3
local,3.2140439240183543e-4,3.173318808520008e-4,3.2745084099113986e-4,1.6853951656428512e-5,1.0593036176369228e-5,2.945103208217796e-5
