Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
localTup,4.4110438222263425e-5,4.372487241501191e-5,4.458827199994423e-5,1.4118952006805094e-6,1.1830585407185403e-6,1.7021193768967764e-6
toplvl,4.3782465359935776e-5,4.325523909926198e-5,4.4345905261394034e-5,1.7114379272132415e-6,1.506982793402566e-6,2.0452258494220354e-6
local,4.405926221736191e-5,4.3603561444872814e-5,4.461227477983806e-5,1.636752941657063e-6,1.3835839195729818e-6,1.9381939918754673e-6
